,city,colors,shape,state,time
78113,Jacksonville,,TRIANGLE,FL,2014-06-09 05:45:00
78114,Ashland,RED,OTHER,KY,2014-06-09 19:00:00
78115,Murray,,OVAL,UT,2014-06-09 19:30:00
78116,St. Louis,,DISK,MO,2014-06-09 19:30:00
78117,Puyallup,,VARIOUS,WA,2014-06-09 20:00:00
78118,Castro Valley,,CONE,CA,2014-06-09 20:30:00
78119,Bullhead City,GREEN,RECTANGLE,AZ,2014-06-09 21:45:00
78120,Cleveland,,,OH,2014-06-10 00:00:00
78121,Puyallup,,FLASH,WA,2014-06-10 00:00:00
78122,Santa Clara,RED GREEN,DISK,CA,2014-06-10 00:00:00
78123,Murrieta,,LIGHT,CA,2014-06-10 00:50:00
78124,Eagan,,FIREBALL,MN,2014-06-10 03:30:00
78125,Jacksonville,,TRIANGLE,FL,2014-06-10 06:20:00
78126,Tyrone,RED,FIREBALL,PA,2014-06-10 21:00:00
78127,Georgetown,RED ORANGE,FIREBALL,SC,2014-06-10 21:30:00
78128,Unspecified location,,LIGHT,TX,2014-06-10 21:45:00
78129,Kennesaw,,VARIOUS,GA,2014-06-10 22:00:00
78130,Myrtle Beach,,FLASH,SC,2014-06-10 22:00:00
78131,Myrtle Beach,RED,SPHERE,SC,2014-06-10 22:00:00
78132,Vantage,,TRIANGLE,WA,2014-06-10 22:00:00
78133,Myrtle Beach,,CIRCLE,SC,2014-06-10 22:30:00
78134,Myrtle Beach,,TRIANGLE,SC,2014-06-10 22:30:00
78135,North Myrtle Beach,,CIRCLE,SC,2014-06-10 22:30:00
78136,Oakboro,,DIAMOND,NC,2014-06-10 22:30:00
78137,North Myrtle Beach,,OTHER,SC,2014-06-10 23:00:00
78138,Stoughton,ORANGE,FIREBALL,MA,2014-06-11 01:00:00
78139,Tempe,,CIGAR,AZ,2014-06-11 18:00:00
78140,Huntley,,TRIANGLE,IL,2014-06-11 21:00:00
78141,Washington,,OTHER,NC,2014-06-11 21:25:00
78142,New York City,,TRIANGLE,NY,2014-06-11 21:50:00
78143,Indianapolis,YELLOW,FORMATION,IN,2014-06-11 22:45:00
78144,St. Peters,,TRIANGLE,MO,2014-06-12 02:35:00
78145,Wartrace,,CIRCLE,TN,2014-06-12 04:45:00
78146,Honolulu,,DISK,HI,2014-06-12 05:50:00
78147,Fontana,,DIAMOND,CA,2014-06-12 06:20:00
78148,Thomasville,,RECTANGLE,NC,2014-06-12 17:00:00
78149,Asheville,ORANGE,VARIOUS,NC,2014-06-12 21:00:00
78150,Taylor,,CYLINDER,TX,2014-06-12 21:22:00
78151,Wichita,,FORMATION,KS,2014-06-12 21:30:00
78152,Mesa,,VARIOUS,AZ,2014-06-12 21:42:00
78153,Mesa,,FORMATION,AZ,2014-06-12 22:00:00
78154,Myrtle Beach,ORANGE,LIGHT,SC,2014-06-12 22:24:00
78155,Georgetown,RED,TRIANGLE,KY,2014-06-12 22:30:00
78156,Myrtle Beach,,CYLINDER,SC,2014-06-12 22:30:00
78157,Cherry Grove,,CIRCLE,SC,2014-06-12 22:45:00
78158,North Myrtle Beach,,CIRCLE,SC,2014-06-12 22:45:00
78159,Conway,,FIREBALL,SC,2014-06-12 23:00:00
78160,East Wenatchee,,OTHER,WA,2014-06-12 23:00:00
78161,Isle of Palms,ORANGE,CIRCLE,SC,2014-06-12 23:00:00
78162,Southeast Lake City,ORANGE,DISK,SC,2014-06-12 23:00:00
78163,Surfside Beach,ORANGE,TRIANGLE,SC,2014-06-12 23:00:00
78164,North Myrtle Beach,,,SC,2014-06-13 01:15:00
78165,Lake Havasu,RED,SPHERE,AZ,2014-06-13 06:45:00
78166,Hanover Park,,EGG,IL,2014-06-13 13:00:00
78167,Lafayette,RED,OVAL,LA,2014-06-13 15:00:00
78168,Corolla,,LIGHT,NC,2014-06-13 20:30:00
78169,Boise,,DISK,ID,2014-06-13 21:05:00
78170,Lansdale,,FIREBALL,PA,2014-06-13 21:10:00
78171,Ventura,,LIGHT,CA,2014-06-13 21:20:00
78172,Vandalia,ORANGE,VARIOUS,OH,2014-06-13 22:30:00
78173,Wolfforth,BLUE,LIGHT,TX,2014-06-13 22:30:00
78174,Kansas City,,LIGHT,MO,2014-06-13 22:32:00
78175,Battle Ground,,SPHERE,WA,2014-06-13 22:45:00
78176,Onalaska,RED BLUE,TRIANGLE,WI,2014-06-13 23:10:00
78177,Portland,RED,FIREBALL,OR,2014-06-13 23:45:00
78178,Marion,,CIRCLE,IN,2014-06-13 23:50:00
78179,Johnsburg,,FIREBALL,IL,2014-06-14 00:00:00
78180,Manahawkin,,,NJ,2014-06-14 00:00:00
78181,Longmont,,OVAL,CO,2014-06-14 00:30:00
78182,Flowery Branch,,FIREBALL,GA,2014-06-14 01:00:00
78183,Hobart,,LIGHT,IN,2014-06-14 01:20:00
78184,Thonotosassa,,DISK,FL,2014-06-14 05:55:00
78185,Hermann,RED,TRIANGLE,MO,2014-06-14 09:30:00
78186,Philadelphia,,FIREBALL,PA,2014-06-14 09:30:00
78187,Merriam Woods,,OTHER,MO,2014-06-14 10:30:00
78188,Des Moines,,DISK,IA,2014-06-14 13:50:00
78189,Chula Vista,,DIAMOND,CA,2014-06-14 18:00:00
78190,Los Angeles,,CIRCLE,CA,2014-06-14 18:45:00
78191,Chicago,BLUE,OTHER,IL,2014-06-14 19:00:00
78192,Purcellville,,OVAL,VA,2014-06-14 19:00:00
78193,St. Louis,,TRIANGLE,MO,2014-06-14 19:00:00
78194,San Jose,,SPHERE,CA,2014-06-14 19:10:00
78195,New britain,,FIREBALL,CT,2014-06-14 19:23:00
78196,Flagler Beach,RED GREEN,CHEVRON,FL,2014-06-14 20:00:00
78197,Denver,,LIGHT,CO,2014-06-14 20:30:00
78198,Lake Lure,RED,FIREBALL,NC,2014-06-14 20:37:00
78199,Piqua,,DISK,OH,2014-06-14 20:53:00
78200,Hermann,,TRIANGLE,MO,2014-06-14 21:00:00
78201,St. Louis,,LIGHT,MO,2014-06-14 21:00:00
78202,St. Louis,,TRIANGLE,MO,2014-06-14 21:00:00
78203,West Springfield,,FIREBALL,MA,2014-06-14 21:00:00
78204,Holts Summit,,TRIANGLE,MO,2014-06-14 21:34:00
78205,Holts Summit,,TRIANGLE,MO,2014-06-14 21:40:00
78206,Chandler,,FORMATION,AZ,2014-06-14 21:45:00
78207,Fairfield,RED,FORMATION,CA,2014-06-14 21:50:00
78208,West Orange,,TRIANGLE,NJ,2014-06-14 21:50:00
78209,Chester Springs,,,PA,2014-06-14 22:00:00
78210,Hatfield,,SPHERE,PA,2014-06-14 22:00:00
78211,Milford,,OTHER,NH,2014-06-14 22:00:00
78212,Pikesville,,FORMATION,MD,2014-06-14 22:05:00
78213,Racine,ORANGE,LIGHT,WI,2014-06-14 22:15:00
78214,Warrensburg,,TRIANGLE,MO,2014-06-14 22:15:00
78215,Falmouth,ORANGE,TRIANGLE,ME,2014-06-14 22:23:00
78216,Vandalia,,VARIOUS,OH,2014-06-14 22:30:00
78217,West Branch,RED,SPHERE,IA,2014-06-14 22:30:00
78218,E. Lansing,,EGG,MI,2014-06-14 22:40:00
78219,Parkland,,LIGHT,FL,2014-06-14 22:41:00
78220,Auburn,,OTHER,WA,2014-06-14 22:42:00
78221,Line Lexington,ORANGE,CIRCLE,PA,2014-06-14 22:45:00
78222,Easley,,FIREBALL,SC,2014-06-14 23:00:00
78223,Riverside,,LIGHT,CA,2014-06-14 23:00:00
78224,New Bedford,,FIREBALL,MA,2014-06-14 23:17:00
78225,Tampa,,FIREBALL,FL,2014-06-14 23:40:00
78226,Bucyrus,,CIGAR,OH,2014-06-15 00:00:00
78227,Newport,ORANGE,LIGHT,OR,2014-06-15 00:00:00
78228,Brookings,,FIREBALL,SD,2014-06-15 00:20:00
78229,Detroit,,CIRCLE,MI,2014-06-15 01:00:00
78230,Pearl River,,LIGHT,NY,2014-06-15 01:45:00
78231,Newton,,FIREBALL,NJ,2014-06-15 09:30:00
78232,Cherry Hill,,DISK,NJ,2014-06-15 10:25:00
78233,Talala,,TRIANGLE,OK,2014-06-15 11:00:00
78234,Long Island City,,CIRCLE,NY,2014-06-15 14:30:00
78235,Virginia Beach,,DISK,VA,2014-06-15 14:30:00
78236,La Puente,,CIRCLE,CA,2014-06-15 15:04:00
78237,Black Canyon City,,LIGHT,AZ,2014-06-15 20:00:00
78238,Charlotte,,VARIOUS,NC,2014-06-15 20:00:00
78239,Boston,,LIGHT,NY,2014-06-15 20:30:00
78240,Clearwater,,LIGHT,FL,2014-06-15 21:00:00
78241,Zanesville,RED,LIGHT,OH,2014-06-15 21:00:00
78242,Newport Beach,,FIREBALL,CA,2014-06-15 21:15:00
78243,Waldorf,,,MD,2014-06-15 21:15:00
78244,Cape Cod,,CIRCLE,MA,2014-06-15 21:30:00
78245,Cherry Hill,ORANGE,FIREBALL,NJ,2014-06-15 22:10:00
78246,Kaysville,,LIGHT,UT,2014-06-15 22:15:00
78247,Steger,,LIGHT,IL,2014-06-15 22:19:00
78248,Newton,,TRIANGLE,NJ,2014-06-15 23:00:00
78249,Bumpass,,,VA,2014-06-15 23:30:00
78250,Butler,,CIRCLE,PA,2014-06-15 23:37:00
78251,Bloomington,,LIGHT,MN,2014-06-16 00:00:00
78252,Gilford,,FORMATION,NH,2014-06-16 00:00:00
78253,Omaha,,LIGHT,NE,2014-06-16 00:15:00
78254,Chicago,,LIGHT,IL,2014-06-16 00:35:00
78255,Kew Gardens,RED YELLOW,CIRCLE,NY,2014-06-16 02:00:00
78256,Colorado Springs,,EGG,CO,2014-06-16 09:45:00
78257,Colorado Springs,,FORMATION,CO,2014-06-16 10:00:00
78258,Spokane,,OVAL,WA,2014-06-16 11:30:00
78259,Clarkson,,OTHER,WA,2014-06-16 14:00:00
78260,Coral springs,,OVAL,FL,2014-06-16 16:25:00
78261,Olive Branch,,LIGHT,MS,2014-06-16 16:45:00
78262,Sand Springs,,CIGAR,OK,2014-06-16 18:30:00
78263,Celina,,OTHER,TN,2014-06-16 20:00:00
78264,Broken Arrow,GREEN BLUE,OTHER,OK,2014-06-16 21:00:00
78265,West Babylon,,LIGHT,NY,2014-06-16 21:10:00
78266,Tulsa,,OTHER,OK,2014-06-16 21:15:00
78267,Columbus,,LIGHT,OH,2014-06-16 21:30:00
78268,St. Louis,,TEARDROP,MO,2014-06-16 22:00:00
78269,Shasta Lake,,CIRCLE,CA,2014-06-16 22:23:00
78270,Big Pine,,LIGHT,CA,2014-06-16 22:36:00
78271,Billings,RED,TRIANGLE,MT,2014-06-16 22:46:00
78272,Depew,,CHEVRON,NY,2014-06-16 23:00:00
78273,North Versailles,,LIGHT,PA,2014-06-16 23:00:00
78274,Jonesboro,BLUE,FORMATION,IL,2014-06-16 23:30:00
78275,north of Bemidji,ORANGE,TRIANGLE,MN,2014-06-16 23:30:00
78276,Doylestown,,CIRCLE,PA,2014-06-17 00:00:00
78277,Ukiah,,LIGHT,CA,2014-06-17 00:00:00
78278,Scenery Hill,,OTHER,PA,2014-06-17 00:40:00
78279,Brazil,,TRIANGLE,IN,2014-06-17 00:43:00
78280,Biloxi,,TRIANGLE,MS,2014-06-17 13:02:00
78281,Topsail,,SPHERE,NC,2014-06-17 20:00:00
78282,Kure Beach,,,NC,2014-06-17 20:30:00
78283,Huntington Beach,GREEN,OTHER,CA,2014-06-17 20:36:00
78284,Fort Morgan,,FORMATION,AL,2014-06-17 21:15:00
78285,North Topsail Beach,ORANGE,LIGHT,NC,2014-06-17 21:25:00
78286,Carolina Beach,,SPHERE,NC,2014-06-17 21:30:00
78287,Oak Island,,SPHERE,NC,2014-06-17 21:30:00
78288,Butler,,LIGHT,PA,2014-06-17 21:38:00
78289,Surf City,,LIGHT,NC,2014-06-17 22:00:00
78290,Conway,,LIGHT,SC,2014-06-17 22:15:00
78291,Chesterfield,,TRIANGLE,MI,2014-06-17 22:40:00
78292,Mechanicsville,,SPHERE,VA,2014-06-17 22:45:00
78293,North Mankato,RED,LIGHT,MN,2014-06-17 23:00:00
78294,Peshtigo,,OVAL,WI,2014-06-17 23:00:00
78295,Ocean Island Beach,YELLOW,LIGHT,NC,2014-06-18 00:00:00
78296,Garden City,,LIGHT,SC,2014-06-18 00:10:00
78297,Cherry Grove Beach,,CIRCLE,SC,2014-06-18 00:30:00
78298,Dover,,OVAL,NJ,2014-06-18 01:00:00
78299,Los Angeles,RED GREEN,LIGHT,CA,2014-06-18 02:25:00
78300,Grand Rapids,,CIRCLE,MI,2014-06-18 04:00:00
78301,Madera,,OVAL,CA,2014-06-18 14:30:00
78302,Laguna Niguel,ORANGE,FIREBALL,CA,2014-06-18 20:00:00
78303,Oak Island,,CROSS,NC,2014-06-18 20:00:00
78304,Carolina Beach,ORANGE,LIGHT,NC,2014-06-18 21:00:00
78305,North Myrtle Beach,,OTHER,SC,2014-06-18 21:00:00
78306,Verona,,TRIANGLE,NC,2014-06-18 21:14:00
78307,Surf City,ORANGE,VARIOUS,NC,2014-06-18 21:15:00
78308,Port Saint Lucie,,LIGHT,FL,2014-06-18 21:30:00
78309,Wichita Falls,GREEN,DIAMOND,TX,2014-06-18 21:30:00
78310,Myrtle Beach,,CIRCLE,SC,2014-06-18 21:40:00
78311,Bloomsbury,,TRIANGLE,NJ,2014-06-18 22:00:00
78312,College Park,,,MD,2014-06-18 22:00:00
78313,Narian,,LIGHT,LA,2014-06-18 22:00:00
78314,North Myrtle Beach,,OVAL,NC,2014-06-18 22:04:00
78315,Temecula,,LIGHT,CA,2014-06-18 22:24:00
78316,Chino,ORANGE,FIREBALL,CA,2014-06-18 22:30:00
78317,Lake Forest,ORANGE,DISK,CA,2014-06-18 22:30:00
78318,Mission Viejo,ORANGE,LIGHT,CA,2014-06-18 22:30:00
78319,Pawleys Island,,,SC,2014-06-18 22:30:00
78320,Virginia Beach,,FIREBALL,VA,2014-06-18 22:35:00
78321,Dana Point,YELLOW,CIGAR,CA,2014-06-18 22:55:00
78322,Carlsbad,,FIREBALL,CA,2014-06-18 23:00:00
78323,Fremont CA,,LIGHT,CA,2014-06-18 23:00:00
78324,Hustonville,,LIGHT,KY,2014-06-18 23:00:00
78325,North Myrtle Beach,RED ORANGE,LIGHT,SC,2014-06-18 23:00:00
78326,Oceanside,,CIRCLE,CA,2014-06-18 23:00:00
78327,Oceanside,ORANGE,FIREBALL,CA,2014-06-18 23:00:00
78328,Orange Co,,CIRCLE,CA,2014-06-18 23:00:00
78329,Quakertown,,LIGHT,PA,2014-06-18 23:00:00
78330,Rancho Santa Margarita,ORANGE,FIREBALL,CA,2014-06-18 23:00:00
78331,Mission Viejo,,DIAMOND,CA,2014-06-18 23:05:00
78332,Moreno Valley,ORANGE,CIRCLE,CA,2014-06-18 23:15:00
78333,The Villages,ORANGE,LIGHT,FL,2014-06-19 10:00:00
78334,Plymouth - Northville,,RECTANGLE,MI,2014-06-19 16:45:00
78335,Wilsonville,,SPHERE,OR,2014-06-19 18:17:00
78336,Topsail Island,ORANGE,CIRCLE,NC,2014-06-19 20:00:00
78337,Englewood,,FIREBALL,FL,2014-06-19 20:30:00
78338,Rainbow City,,FIREBALL,AL,2014-06-19 20:50:00
78339,Wayne,,CIRCLE,NJ,2014-06-19 21:00:00
78340,Lowell,,OTHER,MA,2014-06-19 21:10:00
78341,Spring Hill,,TRIANGLE,FL,2014-06-19 21:15:00
78342,Denver,,DISK,CO,2014-06-19 21:20:00
78343,Denver,RED,OVAL,CO,2014-06-19 21:20:00
78344,Dawsonville,GREEN,CIRCLE,GA,2014-06-19 21:30:00
78345,Manchester,,CIRCLE,NH,2014-06-19 21:40:00
78346,Londonderry,ORANGE,FORMATION,NH,2014-06-19 21:45:00
78347,Carolina Beach,RED,CIRCLE,NC,2014-06-19 22:00:00
78348,Lenox,ORANGE,,IA,2014-06-19 22:00:00
78349,Patterson,,VARIOUS,CA,2014-06-19 22:00:00
78350,Zephyrhills,,TRIANGLE,FL,2014-06-19 22:15:00
78351,San Antonio,,LIGHT,TX,2014-06-19 22:35:00
78352,Moultrie,,LIGHT,GA,2014-06-19 22:45:00
78353,Austin,,CYLINDER,TX,2014-06-19 23:00:00
78354,Austin,GREEN BLUE,CYLINDER,TX,2014-06-19 23:00:00
78355,Rochester,RED,SPHERE,NY,2014-06-19 23:00:00
78356,Lakewood,BLUE,,CO,2014-06-19 23:06:00
78357,Wartrace,,CIRCLE,TN,2014-06-19 23:15:00
78358,Florence,,LIGHT,KY,2014-06-20 00:00:00
78359,Ypsilanti,,FIREBALL,MI,2014-06-20 00:00:00
78360,Charleroi,,CIRCLE,PA,2014-06-20 01:00:00
78361,Charleroi,,CIRCLE,PA,2014-06-20 01:00:00
78362,Enfield,,CIRCLE,CT,2014-06-20 01:00:00
78363,enfield,,CIRCLE,CT,2014-06-20 01:00:00
78364,West Milton,,SPHERE,PA,2014-06-20 01:30:00
78365,San Diego,ORANGE,SPHERE,CA,2014-06-20 02:00:00
78366,Lancaster,,OVAL,PA,2014-06-20 09:00:00
78367,Estes Park,,OVAL,CO,2014-06-20 16:25:00
78368,Augusta,,CIRCLE,GA,2014-06-20 16:45:00
78369,Pacheco,,DIAMOND,CA,2014-06-20 17:25:00
78370,O'Fallon,,FIREBALL,MO,2014-06-20 20:45:00
78371,Otis,,CIGAR,OR,2014-06-20 20:55:00
78372,Shamong,RED ORANGE,CIRCLE,NJ,2014-06-20 21:00:00
78373,Cedar Rapids,RED GREEN,CHEVRON,IA,2014-06-20 21:25:00
78374,El Paso,ORANGE,,TX,2014-06-20 21:30:00
78375,Murrells Inlet,YELLOW,TRIANGLE,SC,2014-06-20 21:35:00
78376,Gloucester,,,MA,2014-06-20 21:40:00
78377,Pico Rivera,,DISK,CA,2014-06-20 21:40:00
78378,Howell,RED YELLOW,CIRCLE,NJ,2014-06-20 22:00:00
78379,Waseca,ORANGE,LIGHT,MN,2014-06-20 22:00:00
78380,Geneva,,FIREBALL,NY,2014-06-20 22:20:00
78381,La Puente,RED,FORMATION,CA,2014-06-20 22:30:00
78382,Orefield,RED ORANGE,FIREBALL,PA,2014-06-20 22:30:00
78383,McMinnville,,FORMATION,OR,2014-06-20 22:35:00
78384,Terre Haute,RED,LIGHT,IN,2014-06-20 22:50:00
78385,Savannah,,FIREBALL,GA,2014-06-20 22:51:00
78386,Oak Island,,SPHERE,NC,2014-06-20 23:00:00
78387,Rochester,,LIGHT,NY,2014-06-20 23:00:00
78388,St. Augustine,,OTHER,FL,2014-06-20 23:00:00
78389,Eureka,ORANGE,OVAL,CA,2014-06-20 23:45:00
78390,Denton,RED GREEN,SPHERE,TX,2014-06-21 00:15:00
78391,Laurel,,OTHER,MT,2014-06-21 01:15:00
78392,Parkland,RED,LIGHT,FL,2014-06-21 04:30:00
78393,Portland,,OVAL,CT,2014-06-21 04:30:00
78394,Hillsboro,GREEN,RECTANGLE,MO,2014-06-21 04:45:00
78395,Hillsboro,GREEN,RECTANGLE,MO,2014-06-21 04:45:00
78396,New Baden,,TEARDROP,IL,2014-06-21 04:45:00
78397,Pearblossom,,LIGHT,CA,2014-06-21 05:10:00
78398,Fullerton,,SPHERE,CA,2014-06-21 05:30:00
78399,Lake Alpine,,CROSS,CA,2014-06-21 14:45:00
78400,Wapppapello,,CIRCLE,MO,2014-06-21 16:00:00
78401,Woonsocket,ORANGE,SPHERE,RI,2014-06-21 20:03:00
78402,Pembroke Pines,ORANGE,CIRCLE,FL,2014-06-21 20:30:00
78403,Brooksville,,LIGHT,FL,2014-06-21 21:00:00
78404,Fredericktown,,LIGHT,MO,2014-06-21 21:00:00
78405,Fryeburg,,FIREBALL,ME,2014-06-21 21:00:00
78406,Lakeland,,FIREBALL,FL,2014-06-21 21:00:00
78407,Spring Hill,,LIGHT,FL,2014-06-21 21:00:00
78408,Springfield,ORANGE,LIGHT,IL,2014-06-21 21:00:00
78409,Toms River,RED ORANGE,CIRCLE,NJ,2014-06-21 21:00:00
78410,Bremerton,,LIGHT,WA,2014-06-21 21:05:00
78411,Buffalo,,FIREBALL,NY,2014-06-21 21:30:00
78412,Pico Rivera,ORANGE,FIREBALL,CA,2014-06-21 21:30:00
78413,Connellsville,,LIGHT,PA,2014-06-21 21:45:00
78414,Minooka,,LIGHT,IL,2014-06-21 21:45:00
78415,Orlando,,CIRCLE,FL,2014-06-21 21:45:00
78416,Pasadena,,DIAMOND,CA,2014-06-21 21:45:00
78417,Casselberry,RED,CIRCLE,FL,2014-06-21 21:46:00
78418,Williamson,,LIGHT,NY,2014-06-21 21:47:00
78419,Cape Coral,,CIRCLE,FL,2014-06-21 21:50:00
78420,Dallas,GREEN BLUE,LIGHT,TX,2014-06-21 22:00:00
78421,Freeland,ORANGE,OVAL,WA,2014-06-21 22:00:00
78422,Martin,ORANGE,CIRCLE,GA,2014-06-21 22:00:00
78423,Pawleys Island,,SPHERE,SC,2014-06-21 22:00:00
78424,Topeka,,LIGHT,KS,2014-06-21 22:00:00
78425,Zeeland,,CIRCLE,MI,2014-06-21 22:00:00
78426,Edmond,,LIGHT,OK,2014-06-21 22:20:00
78427,Mukwonago,,OVAL,WI,2014-06-21 22:20:00
78428,Battle Ground,ORANGE,TEARDROP,WA,2014-06-21 22:30:00
78429,Harford County,GREEN,TRIANGLE,MD,2014-06-21 22:30:00
78430,Lawrenceville,RED,FIREBALL,GA,2014-06-21 22:30:00
78431,Lockport,,LIGHT,NY,2014-06-21 22:30:00
78432,Solon,RED ORANGE,TRIANGLE,OH,2014-06-21 22:30:00
78433,Syracuse,RED,SPHERE,NY,2014-06-21 22:30:00
78434,Whately,,FIREBALL,MA,2014-06-21 22:30:00
78435,Meriden,ORANGE,CIRCLE,CT,2014-06-21 22:34:00
78436,Sparks,,TRIANGLE,NV,2014-06-21 22:49:00
78437,Dunnellon,,TRIANGLE,FL,2014-06-21 22:54:00
78438,Atlanta,,OVAL,GA,2014-06-21 23:00:00
78439,Bensalem,RED,,PA,2014-06-21 23:00:00
78440,Cape Neddick,ORANGE,,ME,2014-06-21 23:00:00
78441,Newmarket,,CIRCLE,OH,2014-06-21 23:00:00
78442,Portland,,FORMATION,OR,2014-06-21 23:00:00
78443,Bensalem,ORANGE,LIGHT,PA,2014-06-21 23:15:00
78444,Lowell,,FIREBALL,MA,2014-06-21 23:15:00
78445,Wayland,,FIREBALL,NY,2014-06-21 23:20:00
78446,Phoenixville,RED,OVAL,PA,2014-06-22 00:00:00
78447,Hartville,,LIGHT,MO,2014-06-22 00:30:00
78448,Bensalem,ORANGE,CIRCLE,PA,2014-06-22 01:00:00
78449,Valley Stream,,VARIOUS,NY,2014-06-22 01:00:00
78450,Dedham,,DISK,MA,2014-06-22 02:30:00
78451,Las Vegas,,CIRCLE,NV,2014-06-22 10:00:00
78452,Aberdeen,,SPHERE,WA,2014-06-22 13:54:00
78453,Portland,,OTHER,OR,2014-06-22 18:30:00
78454,Hyannis,,SPHERE,MA,2014-06-22 18:45:00
78455,Fillmore,,FIREBALL,CA,2014-06-22 20:30:00
78456,Prescott,RED,FIREBALL,AZ,2014-06-22 20:30:00
78457,Deltona,,DISK,FL,2014-06-22 20:35:00
78458,Deltona,RED,DISK,FL,2014-06-22 20:35:00
78459,Torrance,,TRIANGLE,CA,2014-06-22 21:00:00
78460,La Mirada,,SPHERE,CA,2014-06-22 21:03:00
78461,Las Vegas,,LIGHT,NV,2014-06-22 21:08:00
78462,Deming,,SPHERE,NM,2014-06-22 21:30:00
78463,Mojave,,LIGHT,CA,2014-06-22 21:30:00
78464,Montpelier,,LIGHT,ID,2014-06-22 22:00:00
78465,New Albany,RED,FORMATION,IN,2014-06-22 22:00:00
78466,New York City,ORANGE,TRIANGLE,NY,2014-06-22 22:17:00
78467,Duck Creek Village,,SPHERE,UT,2014-06-22 23:03:00
78468,Orlando,RED GREEN,TRIANGLE,FL,2014-06-23 00:40:00
78469,Myrtle Beach,,TRIANGLE,SC,2014-06-23 09:30:00
78470,Westminster,,CROSS,CA,2014-06-23 09:30:00
78471,Canaan,,CIGAR,NH,2014-06-23 11:30:00
78472,Pawleys Island,,LIGHT,SC,2014-06-23 20:00:00
78473,Chandler,RED GREEN,CIRCLE,AZ,2014-06-23 20:35:00
78474,Gila Bend,ORANGE,,AZ,2014-06-23 21:45:00
78475,Garden City,ORANGE,FIREBALL,SC,2014-06-23 22:00:00
78476,North Myrtle Beach,,,SC,2014-06-23 22:00:00
78477,Okhay Owingeh,BLUE,RECTANGLE,NM,2014-06-23 22:00:00
78478,Pima,,FIREBALL,AZ,2014-06-23 22:00:00
78479,Billings,,FLASH,MT,2014-06-23 22:10:00
78480,Litchfeild,RED,FLASH,SC,2014-06-23 22:30:00
78481,Summersville,,CYLINDER,WV,2014-06-23 22:30:00
78482,Surfside Beach,,VARIOUS,SC,2014-06-23 22:37:00
78483,Leland,ORANGE,FIREBALL,NC,2014-06-23 22:45:00
78484,Crescent Beach,,SPHERE,SC,2014-06-23 23:00:00
78485,Holden Beach,ORANGE,CIRCLE,NC,2014-06-23 23:00:00
78486,Litchfield,ORANGE,LIGHT,SC,2014-06-23 23:00:00
78487,Lizerne County,ORANGE,FIREBALL,PA,2014-06-23 23:00:00
78488,Myrtle Beach,YELLOW,LIGHT,SC,2014-06-23 23:00:00
78489,Pawleys Island,ORANGE,SPHERE,SC,2014-06-23 23:00:00
78490,Cherry Grove,,FIREBALL,SC,2014-06-23 23:15:00
78491,Murrels Inlet,,LIGHT,SC,2014-06-23 23:30:00
78492,New York City,,FIREBALL,NY,2014-06-24 00:00:00
78493,Wentzville,,CYLINDER,MO,2014-06-24 00:46:00
78494,Cartersville,RED,OVAL,GA,2014-06-24 06:13:00
78495,Richmond,,OVAL,MO,2014-06-24 06:55:00
78496,New Smyrna Beach,,OTHER,FL,2014-06-24 11:30:00
78497,Nokomis,,,FL,2014-06-24 12:15:00
78498,Versailles,,TRIANGLE,IN,2014-06-24 12:30:00
78499,Farmington,,CIGAR,NM,2014-06-24 18:50:00
78500,Fort Lauderdale,BLUE,DISK,FL,2014-06-24 19:00:00
78501,Lake Charles,,FORMATION,LA,2014-06-24 21:00:00
78502,Chatsworth,,CIRCLE,GA,2014-06-24 21:26:00
78503,Ozark,,LIGHT,MO,2014-06-24 21:34:00
78504,Lahaina,,LIGHT,HI,2014-06-24 21:45:00
78505,Oklahoma City,,EGG,OK,2014-06-24 21:55:00
78506,Ocala,,LIGHT,FL,2014-06-24 22:00:00
78507,Seattle,ORANGE,,WA,2014-06-24 22:28:00
78508,Chicago,,LIGHT,IL,2014-06-24 22:30:00
78509,Myrtle Beach,YELLOW,LIGHT,SC,2014-06-24 22:45:00
78510,Avenal,,OTHER,CA,2014-06-24 23:30:00
78511,Buda,,FLASH,TX,2014-06-25 00:05:00
78512,Indian Rocks Beach,,LIGHT,FL,2014-06-25 00:50:00
78513,Kalispell,,CHEVRON,MT,2014-06-25 01:03:00
78514,Petaluma,,OTHER,CA,2014-06-25 02:45:00
78515,Avon,,TRIANGLE,NC,2014-06-25 08:30:00
78516,Garden City,ORANGE,CIRCLE,SC,2014-06-25 10:05:00
78517,Centralia,,FIREBALL,WA,2014-06-25 11:15:00
78518,Kalispell,,CHEVRON,MT,2014-06-25 13:03:00
78519,Krakow,,CIRCLE,MO,2014-06-25 14:00:00
78520,Orange County area,,CIRCLE,CA,2014-06-25 21:00:00
78521,Edmonds,,CONE,WA,2014-06-25 21:04:00
78522,Charleston,RED ORANGE,LIGHT,SC,2014-06-25 21:15:00
78523,Oxnard,,LIGHT,CA,2014-06-25 22:00:00
78524,Sunrise,,CIRCLE,FL,2014-06-25 22:00:00
78525,none,RED,TRIANGLE,CA,2014-06-25 22:15:00
78526,Jacksonville,,OVAL,FL,2014-06-25 22:15:00
78527,Myrtle Beach,RED,LIGHT,OH,2014-06-25 22:25:00
